상품명,brand,전성분
그림자 쉐딩,에뛰드,"[톤앤톤] 탤크, 마이카, 펜타에리스리틸테트라에틸헥사노에이트, 나일론-12, 다이아이소스테아릴말레이트, 마그네슘스테아레이트, 티타늄디옥사이드 (CI 77891), 황색산화철, 흑색산화철, 다이메티콘, 적색산화철, 1,2-헥산다이올, 아미노프로필다이메티콘, 폴리메틸실세스퀴옥세인, 글리세릴카프릴레이트, 망가니즈바이올렛, 트라이에톡시카프릴릴실레인, 알루미나, 실리카 [무드온] 탤크, 마이카, 펜타에리스리틸테트라에틸헥사노에이트, 나일론-12, 다이아이소스테아릴말레이트, 티타늄디옥사이드 (CI 77891), 황색산화철, 마그네슘스테아레이트, 흑색산화철, 적색산화철, 다이메티콘, 1,2-헥산다이올, 아미노프로필다이메티콘, 폴리메틸실세스퀴옥세인, 글리세릴카프릴레이트, 트라이에톡시카프릴릴실레인, 알루미나, 실리카"
오버 글로이 틴트 기획세트,에뛰드,"정제수, 다이아이소스테아릴말레이트, 비스-다이글리세릴폴리아실아디페이트-2, 하이드로제네이티드폴리아이소부텐, 다이페닐다이메티콘, 트라이메틸실록시페닐다이메티콘, 글리세린, 폴리페닐실세스퀴옥세인, 세틸피이지/피피지-10/1다이메티콘, 1,2-헥산다이올, 폴리솔베이트60, 솔비탄아이소스테아레이트, 티타늄디옥사이드 (CI 77891), 세테아레스-20, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 스쿠알란, 페녹시에탄올, 에틸헥실글리세린, 향료, 황색4호, 적색104호의(1), 적색227호, 황색5호, 청색1호, 펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트"
슈가컬러링 젤리밤 9g,에뛰드,"다이아이소스테아릴말레이트, 하이드로제네이티드폴리아이소부텐, 폴리부텐, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 시어버터, 마이크로크리스탈린왁스, 에틸렌/프로필렌/스타이렌코폴리머, 1,2-헥산다이올, 합성왁스, 에틸렌/프로필렌코폴리머, 토코페릴아세테이트, 향료, 에틸헥실글리세린, 부틸렌/에틸렌/스타이렌코폴리머, 펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트, 시트릭애씨드, 스위트아몬드오일, 흑당밀가루, 정제수, 토코페롤, 부틸렌글라이콜, 사탕수수추출물, 마시멜로뿌리추출물, 밀겨추출물"
오버 글로이 글로스 2.8g,에뛰드,"하이드로제네이티드폴리아이소부텐, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 다이아이소스테아릴말레이트, 아이소노닐아이소노나노에이트, 폴리글리세릴-2트라이아이소스테아레이트, 실리카다이메틸실릴레이트, 합성왁스, 폴리하이드록시스테아릭애씨드, 마이크로크리스탈린왁스, 실리카실릴레이트, 카프릴릭/카프릭글리세라이즈, 티타늄디옥사이드 (CI 77891), 에틸렌/프로필렌코폴리머, 향료, 황색5호, 적색202호, 리날룰, 흑색산화철, 리모넨, 헥실신남알, 적색산화철, 적색104호의(1), 황색4호, 청색1호"
프루티 립앤치크 블러밤 2.3g,에뛰드,"폴리글리세릴-2트라이아이소스테아레이트, 다이메티콘, 아이소노닐아이소노나노에이트, 카프릴릭/카프릭트라이글리세라이드, 실리카, 합성왁스, 옥틸도데칸올, 비스-다이글리세릴폴리아실아디페이트-2, 다이메티콘/비닐다이메티콘크로스폴리머, 마이카, C13-15알케인, 트라이베헤닌, 황색5호, 폴리글리세릴-3폴리리시놀리에이트, 합성비즈왁스, 티타늄디옥사이드 (CI 77891), 적색104호의(1), 1,2-헥산다이올, 라우릴피이지-10트리스(트라이메틸실록시)실릴에틸다이메티콘, 솔비탄세스퀴올리에이트, 스테아릭애씨드, 적색202호, 다이스테아다이모늄헥토라이트, 향료, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 황색산화철, 흑색산화철, 토코페롤"
마이 베스트 톤 아이즈 2구,에뛰드,"[아이 캐치] 칼슘티타늄보로실리케이트, 마이카, 탤크, 티타늄디옥사이드 (CI 77891), 페닐트라이메티콘, 하이드로제네이티드폴리(C6-14올레핀), 폴리에틸렌, 징크스테아레이트, 적색산화철, 다이아이소스테아릴말레이트, 다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트, 아이소스테아릴네오펜타노에이트, 하이드로제네이티드폴리아이소부텐, 메틸메타크릴레이트크로스폴리머, 나일론-12, 흑색산화철, 옥틸도데실스테아로일스테아레이트, 글리세릴카프릴레이트, 틴옥사이드, 토코페롤 / [집 밖 스모키] 메틸메타크릴레이트크로스폴리머, 마이카, 헥실라우레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 흑색산화철, 다이메티콘, 티타늄디옥사이드 (CI 77891), 페닐트라이메티콘, 적색산화철, 실리카, 황색산화철, 다이아이소스테아릴말레이트, 황색4호, 폴리메틸실세스퀴옥세인, 카프릴릭/카프릭트라이글리세라이드, 울트라마린, 카프릴릴글라이콜, 글리세릴카프릴레이트, 메티콘, 적색226호, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 라우로일라이신"
수분가득 콜라겐 클렌징 폼 150g,에뛰드,"정제수, 미리스틱애씨드, 글리세린, 피이지-32, 포타슘하이드록사이드, 스테아릭애씨드, 부틸렌글라이콜, 팔미틱애씨드, 라우릴하이드록시설테인, 글리세릴스테아레이트, 피이지-100스테아레이트, 하이드롤라이즈드콜라겐 (9,340 ppm), 글라이콜다이스테아레이트, 폴리쿼터늄-7, 향료, 다이소듐이디티에이, 1,2-헥산다이올, 소듐벤조에이트, 하이드롤라이즈드루핀단백질, 시트릭애씨드, 락틱애씨드, 에틸헥실글리세린"
룩 앳 마이 아이즈,에뛰드,"탤크, 칼슘알루미늄보로실리케이트, 카프릴릭/카프릭트라이글리세라이드, 마그네슘스테아레이트, 다이메티콘, 칼슘소듐보로실리케이트, 페닐트라이메티콘, 폴리메틸실세스퀴옥세인, 다이아이소스테아릴말레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 폴리프로필렌, 티타늄디옥사이드 (CI 77891), 카프릴릴글라이콜, 비즈왁스, 실리카, 글리세릴카프릴레이트, 에틸헥실글리세린, 틴옥사이드, 마이카, 합성플루오르플로고파이트, 페릭페로시아나이드, 카민, 토코페롤"
뉴이어 컬렉션,에뛰드,"탤크, 칼슘알루미늄보로실리케이트, 카프릴릭/카프릭트라이글리세라이드, 마그네슘스테아레이트, 다이메티콘, 칼슘소듐보로실리케이트, 페닐트라이메티콘, 폴리메틸실세스퀴옥세인, 다이아이소스테아릴말레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 폴리프로필렌, 티타늄디옥사이드 (CI 77891), 카프릴릴글라이콜, 비즈왁스, 실리카, 글리세릴카프릴레이트, 에틸헥실글리세린, 틴옥사이드, 마이카, 합성플루오르플로고파이트, 페릭페로시아나이드, 카민, 토코페롤"
컬러래스팅 글로우 스틱,에뛰드,"다이펜타에리스리틸펜타아이소스테아레이트, 다이페닐실록시페닐트라이메티콘, 다이페닐다이메티콘, 피토스테릴/옥틸도데실라우로일글루타메이트, 글리세릴운데실다이메티콘, 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트, 합성왁스, 폴리글리세릴-2트라이아이소스테아레이트, 알루미나, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 적색산화철, 티타늄디옥사이드 (CI 77891), 폴리하이드록시스테아릭애씨드, 에틸렌/프로필렌코폴리머, 흑색산화철, 레시틴, 에틸헥실팔미테이트, 아이소스테아릭애씨드, 아이소프로필미리스테이트, 향료, 적색202호, 폴리글리세릴-3폴리리시놀리에이트, 다이메티콘, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 글리세린, 정제수, 부틸렌글라이콜, 토코페롤, 석류추출물, 석류나무꽃추출물"
더블래스팅 커버 컨실러 팔레트,에뛰드,"[01 Bright] 티타늄디옥사이드 (CI 77891), 하이드로제네이티드폴리아이소부텐, 옥틸도데칸올, 실리카, 아이소에이코산, 합성왁스, 다이메티콘, 헥실라우레이트, 해바라기씨왁스, 합성플루오르플로고파이트, 라우로일라이신, 사과씨오일, 카프릴릭/카프릭트라이글리세라이드, 폴리하이드록시스테아릭애씨드, 다이칼슘포스페이트, 솔비탄아이소스테아레이트, 동백나무씨오일, 레시틴, 아이소스테아릭애씨드, 에틸헥실팔미테이트, 아이소프로필미리스테이트, 적색산화철, 폴리글리세릴-3폴리리시놀리에이트, 스테아랄코늄헥토라이트, 황색산화철, 알루미늄하이드록사이드, 프로필렌카보네이트, 아이소프로필티타늄트라이아이소스테아레이트, 흑색산화철 [01 Light Cover] 티타늄디옥사이드 (CI 77891), 하이드로제네이티드폴리아이소부텐, 옥틸도데칸올, 아이소에이코산, 합성왁스, 실리카, 다이메티콘, 헥실라우레이트, 합성플루오르플로고파이트, 해바라기씨왁스, 라우로일라이신, 사과씨오일, 카프릴릭/카프릭트라이글리세라이드, 폴리하이드록시스테아릭애씨드, 다이칼슘포스페이트, 황색산화철, 솔비탄아이소스테아레이트, 동백나무씨오일, 레시틴, 아이소스테아릭애씨드, 에틸헥실팔미테이트, 아이소프로필미리스테이트, 폴리글리세릴-3폴리리시놀리에이트, 적색산화철, 스테아랄코늄헥토라이트, 알루미늄하이드록사이드, 프로필렌카보네이트, 흑색산화철, 아이소프로필티타늄트라이아이소스테아레이트 [01 Medium Cover] 티타늄디옥사이드 (CI 77891), 하이드로제네이티드폴리아이소부텐, 옥틸도데칸올, 아이소에이코산, 실리카, 폴리아이소부텐, 합성왁스, 해바라기씨왁스, 카프릴릭/카프릭트라이글리세라이드, 황색산화철, 폴리하이드록시스테아릭애씨드, 다이칼슘포스페이트, 솔비탄아이소스테아레이트, 합성플루오르플로고파이트, 레시틴, 아이소스테아릭애씨드, 에틸헥실팔미테이트, 아이소프로필미리스테이트, 적색산화철, 폴리글리세릴-3폴리리시놀리에이트, 스테아랄코늄헥토라이트, 알루미늄하이드록사이드, 흑색산화철, 프로필렌카보네이트, 아이소프로필티타늄트라이아이소스테아레이트 [01 Powder] 탤크, 마이카, 티타늄디옥사이드 (CI 77891), 실리카, 카프릴릭/카프릭트라이글리세라이드, 폴리메틸메타크릴레이트, 다이메티콘, 폴리메틸실세스퀴옥세인, 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 나일론-12, 페닐트라이메티콘, 황색산화철, 트라이에톡시카프릴릴실레인, 메티콘, 카프릴릴글라이콜, 폴리글리세릴-4아이소스테아레이트, 에틸헥실글리세린, 적색산화철, 흑색산화철, 라우로일라이신, 하이드로제네이티드레시틴, 알루미늄하이드록사이드, 토코페롤"
디어달링 필오프 립스테인,에뛰드,"정제수, 폴리비닐알코올, 다이프로필렌글라이콜, 1,2-헥산다이올, 에탄올, 시트릭애씨드, 소듐시트레이트, 펜틸렌글라이콜, 부틸렌글라이콜, 향료, 적색223호, 황색4호, 알란토인, 적색227호, 다이포타슘글리시리제이트"
컬픽스 스키니 마스카라 1+1 기획세트,에뛰드,"아이소도데케인, 트라이메틸실록시실리케이트, 세레신, 덱스트린팔미테이트/에틸헥사노에이트, 탤크, 부틸아크릴레이트/하이드록시프로필다이메티콘아크릴레이트코폴리머, 마이크로크리스탈린왁스, 흑색산화철, 다이스테아다이모늄헥토라이트, 폴리프로필실세스퀴옥세인, 프로필렌카보네이트, 하이드로제네이티드폴리아이소부텐, 트라이에톡시카프릴릴실레인, 비에이치티"
팡팡 헤어카라 픽서 10ml,에뛰드,"정제수, 변성알코올, 브이피/브이에이코폴리머, 글리세린, 피이지-60하이드로제네이티드캐스터오일, 향료, 1,2-헥산다이올, 카보머, 리날룰, 트로메타민, 에틸헥실글리세린, 다이소듐이디티에이, 리모넨, 아르간커넬오일, 브라질넛씨오일, 시트로넬올, 알파-아이소메틸아이오논, 제라니올, 부틸렌글라이콜, 돌콩추출물, 석류추출물"
진저슈가 립세럼 13g,에뛰드,"하이드로제네이티드폴리(C6-14올레핀), 폴리부텐, 하이드로제네이티드폴리아이소부텐, 다이아이소스테아릴말레이트, 에틸렌/프로필렌/스타이렌코폴리머, 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트, 폴리글리세릴-2아이소스테아레이트/다이머다이리놀리에이트코폴리머, 다이펜타에리스리틸펜타아이소스테아레이트, 덱스트린팔미테이트, 폴리글리세릴-2트라이아이소스테아레이트, 다이메티콘, 리모넨, 부틸렌/에틸렌/스타이렌코폴리머, 적색산화철, 시어버터, 적색104호의(1), 티타늄디옥사이드 (CI 77891), 향료, 황색산화철, 청색1호, 적색226호, 리날룰, 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트, 흑색산화철, 시트랄, 알루미나, 에리스리톨, 트라이에톡시카프릴릴실레인, 정제수, 부틸렌글라이콜, 토코페롤, 생강추출물, 시트릭애씨드"
님프 광채 볼류머 듀오 기획세트,에뛰드,"하이드로제네이티드폴리데센, 하이드로제네이티드폴리아이소부텐, 피마자씨오일, 에틸렌/프로필렌코폴리머, 에틸헥실올리베이트, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 향료, 카프릴릴글라이콜, 다이아이소스테아릴말레이트, 아르간커넬오일, 옥틸도데실스테아로일스테아레이트, 에틸헥실글리세린, 아보카도오일, 티타늄디옥사이드 (CI 77891), 1,2-헥산다이올, 울트라마린, 적색산화철, 하이드롤라이즈드하이알루로닉애씨드"
